word,reading,level
# ── Nouns: Body / Health ──
体,からだ,N4
顔,かお,N4
頭,あたま,N4
目,め,N4
鼻,はな,N4
口,くち,N4
耳,みみ,N4
手,て,N4
足,あし,N4
背中,せなか,N4
腹,はら,N4
心,こころ,N4
気持ち,きもち,N4
病気,びょうき,N4
怪我,けが,N4
熱,ねつ,N4
薬,くすり,N4
病院,びょういん,N4
医者,いしゃ,N4
看護師,かんごし,N4
# ── Nouns: Home / Objects ──
家具,かぐ,N4
鍵,かぎ,N4
引き出し,ひきだし,N4
窓,まど,N4
玄関,げんかん,N4
押し入れ,おしいれ,N4
棚,たな,N4
布団,ふとん,N4
枕,まくら,N4
洗濯機,せんたくき,N4
掃除機,そうじき,N4
電子レンジ,でんしレンジ,N4
冷蔵庫,れいぞうこ,N4
# ── Nouns: Food / Drink ──
お菓子,おかし,N4
お弁当,おべんとう,N4
果物,くだもの,N4
料理,りょうり,N4
砂糖,さとう,N4
塩,しお,N4
醤油,しょうゆ,N4
米,こめ,N4
麦,むぎ,N4
野菜,やさい,N4
# ── Nouns: Town / Nature ──
橋,はし,N4
道路,どうろ,N4
交差点,こうさてん,N4
信号,しんごう,N4
港,みなと,N4
川,かわ,N4
海,うみ,N4
森,もり,N4
野原,のはら,N4
池,いけ,N4
島,しま,N4
砂,すな,N4
土,つち,N4
空気,くうき,N4
# ── Nouns: School / Work ──
教室,きょうしつ,N4
授業,じゅぎょう,N4
宿題,しゅくだい,N4
試験,しけん,N4
合格,ごうかく,N4
不合格,ふごうかく,N4
卒業,そつぎょう,N4
入学,にゅうがく,N4
勉強,べんきょう,N4
研究,けんきゅう,N4
会議,かいぎ,N4
残業,ざんぎょう,N4
休暇,きゅうか,N4
給料,きゅうりょう,N4
# ── Nouns: Time / Number ──
今度,こんど,N4
先週,せんしゅう,N4
来週,らいしゅう,N4
先月,せんげつ,N4
来月,らいげつ,N4
去年,きょねん,N4
来年,らいねん,N4
午前,ごぜん,N4
午後,ごご,N4
夕方,ゆうがた,N4
夜中,よなか,N4
最近,さいきん,N4
以前,いぜん,N4
以後,いご,N4
以内,いない,N4
以上,いじょう,N4
以下,いか,N4
# ── Nouns: Transportation ──
自転車,じてんしゃ,N4
飛行機,ひこうき,N4
船,ふね,N4
タクシー,タクシー,N4
バス,バス,N4
地下鉄,ちかてつ,N4
新幹線,しんかんせん,N4
# ── Nouns: Abstract / Concepts ──
意味,いみ,N4
影響,えいきょう,N4
経験,けいけん,N4
機会,きかい,N4
関係,かんけい,N4
感動,かんどう,N4
規則,きそく,N4
気分,きぶん,N4
結果,けっか,N4
結婚,けっこん,N4
原因,げんいん,N4
後悔,こうかい,N4
最初,さいしょ,N4
最後,さいご,N4
差,さ,N4
事件,じけん,N4
失敗,しっぱい,N4
成功,せいこう,N4
生活,せいかつ,N4
責任,せきにん,N4
説明,せつめい,N4
選択,せんたく,N4
注文,ちゅうもん,N4
都合,つごう,N4
手間,てま,N4
電話,でんわ,N4
伝言,でんごん,N4
天気,てんき,N4
特徴,とくちょう,N4
努力,どりょく,N4
入口,いりぐち,N4
出口,でぐち,N4
荷物,にもつ,N4
人気,にんき,N4
場合,ばあい,N4
番号,ばんごう,N4
必要,ひつよう,N4
表情,ひょうじょう,N4
連絡,れんらく,N4
和,わ,N4
# ── Nouns: Entertainment / Sports ──
映画,えいが,N4
音楽,おんがく,N4
ゲーム,ゲーム,N4
スポーツ,スポーツ,N4
趣味,しゅみ,N4
散歩,さんぽ,N4
旅行,りょこう,N4
写真,しゃしん,N4
# ── Nouns: Weather / Nature ──
天気予報,てんきよほう,N4
気温,きおん,N4
湿度,しつど,N4
台風,たいふう,N4
雪,ゆき,N4
霧,きり,N4
虹,にじ,N4
星,ほし,N4
月,つき,N4
太陽,たいよう,N4
# ── Adverbs / Expressions ──
一緒に,いっしょに,N4
いつでも,いつでも,N4
いつも,いつも,N4
きっと,きっと,N4
ずっと,ずっと,N4
ぜひ,ぜひ,N4
そろそろ,そろそろ,N4
だいたい,だいたい,N4
できるだけ,できるだけ,N4
とても,とても,N4
なかなか,なかなか,N4
はっきり,はっきり,N4
やっと,やっと,N4
よく,よく,N4
# ── Katakana loanwords ──
アイデア,アイデア,N4
アルバム,アルバム,N4
インターネット,インターネット,N4
エネルギー,エネルギー,N4
カメラ,カメラ,N4
クラス,クラス,N4
コミュニケーション,コミュニケーション,N4
コンピューター,コンピューター,N4
サービス,サービス,N4
スーパー,スーパー,N4
スケジュール,スケジュール,N4
スタート,スタート,N4
チェック,チェック,N4
テーマ,テーマ,N4
ドア,ドア,N4
パソコン,パソコン,N4
ファッション,ファッション,N4
ボランティア,ボランティア,N4
レポート,レポート,N4
# ── Katakana loanwords 2 ──
スマホ,スマホ,N4
タブレット,タブレット,N4
アプリ,アプリ,N4
メール,メール,N4
メッセージ,メッセージ,N4
パスワード,パスワード,N4
アカウント,アカウント,N4
ダウンロード,ダウンロード,N4
サイト,サイト,N4
セール,セール,N4
クーポン,クーポン,N4
ポイント,ポイント,N4
エレベーター,エレベーター,N4
エスカレーター,エスカレーター,N4
カーテン,カーテン,N4
フライパン,フライパン,N4
スプーン,スプーン,N4
フォーク,フォーク,N4
スカート,スカート,N4
コンビニ,コンビニ,N4
デパート,デパート,N4
ショッピング,ショッピング,N4
レストラン,レストラン,N4
ホテル,ホテル,N4
アパート,アパート,N4
マンション,マンション,N4
プール,プール,N4
ジム,ジム,N4
# ── Verbs: Emotional / Mental ──
悩む,なやむ,N4
困る,こまる,N4
怒る,おこる,N4
泣く,なく,N4
驚く,おどろく,N4
謝る,あやまる,N4
諦める,あきらめる,N4
頑張る,がんばる,N4
励ます,はげます,N4
慰める,なぐさめる,N4
楽しむ,たのしむ,N4
苦しむ,くるしむ,N4
疑う,うたがう,N4
信じる,しんじる,N4
慣れる,なれる,N4
# ── Verbs: Daily Life 2 ──
片づける,かたづける,N4
引っ越す,ひっこす,N4
迷う,まよう,N4
間違える,まちがえる,N4
訪ねる,たずねる,N4
泊まる,とまる,N4
断る,ことわる,N4
探す,さがす,N4
見つける,みつける,N4
# ── Verbs: Physical Actions 2 ──
引っ張る,ひっぱる,N4
掛ける,かける,N4
掛かる,かかる,N4
開く,ひらく,N4
閉じる,とじる,N4
包む,つつむ,N4
汚す,よごす,N4
汚れる,よごれる,N4
乾かす,かわかす,N4
冷やす,ひやす,N4
温まる,あたたまる,N4
外す,はずす,N4
付ける,つける,N4
# ── Verbs: Suru verbs ──
参加する,さんかする,N4
確認する,かくにんする,N4
連絡する,れんらくする,N4
予約する,よやくする,N4
利用する,りようする,N4
完成する,かんせいする,N4
失敗する,しっぱいする,N4
成功する,せいこうする,N4
卒業する,そつぎょうする,N4
入学する,にゅうがくする,N4
運動する,うんどうする,N4
反省する,はんせいする,N4
計画する,けいかくする,N4
準備する,じゅんびする,N4
練習する,れんしゅうする,N4
報告する,ほうこくする,N4
注意する,ちゅういする,N4
記録する,きろくする,N4
訪問する,ほうもんする,N4
改善する,かいぜんする,N4
比較する,ひかくする,N4
区別する,くべつする,N4
# ── Adjectives: na-adj 2 ──
素直,すなお,N4
素敵,すてき,N4
不便,ふべん,N4
危険,きけん,N4
複雑,ふくざつ,N4
単純,たんじゅん,N4
大切,たいせつ,N4
大事,だいじ,N4
冷静,れいせい,N4
積極的,せっきょくてき,N4
具体的,ぐたいてき,N4
効果的,こうかてき,N4
正確,せいかく,N4
# ── Nouns: Goals / Plans ──
目的,もくてき,N4
目標,もくひょう,N4
計画,けいかく,N4
準備,じゅんび,N4
練習,れんしゅう,N4
予定,よてい,N4
予約,よやく,N4
申し込み,もうしこみ,N4
手続き,てつづき,N4
書類,しょるい,N4
# ── Nouns: Society / Culture ──
社会,しゃかい,N4
文化,ぶんか,N4
歴史,れきし,N4
政治,せいじ,N4
経済,けいざい,N4
技術,ぎじゅつ,N4
情報,じょうほう,N4
問題,もんだい,N4
理由,りゆう,N4
方法,ほうほう,N4
種類,しゅるい,N4
中心,ちゅうしん,N4
代表,だいひょう,N4
反省,はんせい,N4
注意,ちゅうい,N4
世界,せかい,N4
# ── Nouns: Work / Roles ──
部長,ぶちょう,N4
社長,しゃちょう,N4
受付,うけつけ,N4
担当,たんとう,N4
部署,ぶしょ,N4
# ── Nouns: School / Study ──
辞書,じしょ,N4
図書館,としょかん,N4
博物館,はくぶつかん,N4
美術館,びじゅつかん,N4
文章,ぶんしょう,N4
答え,こたえ,N4
質問,しつもん,N4
意見,いけん,N4
# ── Nouns: Transportation 2 ──
運転,うんてん,N4
交通,こうつう,N4
駐車場,ちゅうしゃじょう,N4
空港,くうこう,N4
乗り物,のりもの,N4
# ── Nouns: Health / Medical ──
診察,しんさつ,N4
治療,ちりょう,N4
手術,しゅじゅつ,N4
薬局,やっきょく,N4
救急,きゅうきゅう,N4
# ── Nouns: Home / Daily ──
台所,だいどころ,N4
廊下,ろうか,N4
階段,かいだん,N4
休憩,きゅうけい,N4
締め切り,しめきり,N4
暖房,だんぼう,N4
冷房,れいぼう,N4
# ── Nouns: Money / Shopping ──
値段,ねだん,N4
割引,わりびき,N4
支払い,しはらい,N4
領収書,りょうしゅうしょ,N4
保険,ほけん,N4
税金,ぜいきん,N4
名刺,めいし,N4
広告,こうこく,N4
# ── Nouns: Body (extra) ──
皮膚,ひふ,N4
肌,はだ,N4
唇,くちびる,N4
喉,のど,N4
胸,むね,N4
肩,かた,N4
腕,うで,N4
腰,こし,N4
膝,ひざ,N4
# ── Nouns: Food / Kitchen ──
味噌,みそ,N4
鍋,なべ,N4
包丁,ほうちょう,N4
箸,はし,N4
# ── Nouns: Clothes ──
手袋,てぶくろ,N4
下着,したぎ,N4
制服,せいふく,N4
# ── Nouns: Nature / Season ──
気候,きこう,N4
季節,きせつ,N4
春,はる,N4
夏,なつ,N4
秋,あき,N4
冬,ふゆ,N4
地震,じしん,N4
洪水,こうずい,N4
# ── Nouns: Abstract / Feelings ──
夢,ゆめ,N4
希望,きぼう,N4
心配,しんぱい,N4
不安,ふあん,N4
安心,あんしん,N4
怒り,いかり,N4
# ── Adverbs 2 ──
ついに,ついに,N4
急に,きゅうに,N4
突然,とつぜん,N4
なるほど,なるほど,N4
おそらく,おそらく,N4
必ず,かならず,N4
やはり,やはり,N4
いつか,いつか,N4
今後,こんご,N4
今まで,いままで,N4
# ── Verbs: Social / Interpersonal ──
謝る,あやまる,N4
褒める,ほめる,N4
叱る,しかる,N4
招く,まねく,N4
招待する,しょうたいする,N4
紹介する,しょうかいする,N4
相談する,そうだんする,N4
議論する,ぎろんする,N4
協力する,きょうりょくする,N4
# ── Verbs: Academic / Professional ──
卒業する,そつぎょうする,N4
入学する,にゅうがくする,N4
転職する,てんしょくする,N4
退職する,たいしょくする,N4
昇進する,しょうしんする,N4
# ── Verbs: Health / Body ──
治る,なおる,N4
治す,なおす,N4
診る,みる,N4
ケガをする,けがをする,N4
回復する,かいふくする,N4
# ── Verbs: Movement 2 ──
通り過ぎる,とおりすぎる,N4
引き返す,ひきかえす,N4
追いかける,おいかける,N4
迎える,むかえる,N4
運ぶ,はこぶ,N4
持ち込む,もちこむ,N4
持ち出す,もちだす,N4
# ── Nouns: People 2 ──
友人,ゆうじん,N4
知人,ちじん,N4
恋人,こいびと,N4
親友,しんゆう,N4
部下,ぶか,N4
上司,じょうし,N4
同僚,どうりょう,N4
# ── Nouns: Body 2 ──
指,ゆび,N4
爪,つめ,N4
舌,した,N4
額,ひたい,N4
頬,ほほ,N4
眉,まゆ,N4
まぶた,まぶた,N4
# ── Nouns: Home 2 ──
天井,てんじょう,N4
床,ゆか,N4
壁,かべ,N4
屋根,やね,N4
庭,にわ,N4
ベランダ,ベランダ,N4
物置,ものおき,N4
# ── Nouns: School / Education ──
校長,こうちょう,N4
先生,せんせい,N4
生徒,せいと,N4
学生,がくせい,N4
大学生,だいがくせい,N4
大学院,だいがくいん,N4
留学生,りゅうがくせい,N4
授業料,じゅぎょうりょう,N4
奨学金,しょうがくきん,N4
# ── Nouns: Work 2 ──
面接,めんせつ,N4
履歴書,りれきしょ,N4
出勤,しゅっきん,N4
退勤,たいきん,N4
出張,しゅっちょう,N4
転勤,てんきん,N4
# ── Nouns: Abstract 2 ──
目的,もくてき,N4
目標,もくひょう,N4
予定,よてい,N4
計画,けいかく,N4
準備,じゅんび,N4
結婚,けっこん,N4
離婚,りこん,N4
子育て,こそだて,N4
教育,きょういく,N4
知識,ちしき,N4
経験,けいけん,N4
能力,のうりょく,N4
才能,さいのう,N4
意識,いしき,N4
感情,かんじょう,N4
記憶,きおく,N4
想像,そうぞう,N4
# ── Nouns: Money / Economy ──
収入,しゅうにゅう,N4
支出,ししゅつ,N4
貯金,ちょきん,N4
借金,しゃっきん,N4
利息,りそく,N4
投資,とうし,N4
物価,ぶっか,N4
家賃,やちん,N4
# ── Nouns: Nature 2 ──
植物,しょくぶつ,N4
動物,どうぶつ,N4
生物,せいぶつ,N4
昆虫,こんちゅう,N4
木の葉,このは,N4
花びら,はなびら,N4
根っこ,ねっこ,N4
岩,いわ,N4
石,いし,N4
泥,どろ,N4
霧,きり,N4
# ── Nouns: Numbers / Measurement ──
割合,わりあい,N4
平均,へいきん,N4
最大,さいだい,N4
最小,さいしょう,N4
数量,すうりょう,N4
距離,きょり,N4
# ── Adjectives: i-adj 3 ──
おかしい,おかしい,N4
くだらない,くだらない,N4
もったいない,もったいない,N4
ふさわしい,ふさわしい,N4
やわらかい,やわらかい,N4
あぶない,あぶない,N4
いたい,いたい,N4
おいしい,おいしい,N4
まずい,まずい,N4
ひどい,ひどい,N4
すごい,すごい,N4
おそろしい,おそろしい,N4
# ── Adjectives: na-adj 3 ──
親密,しんみつ,N4
曖昧,あいまい,N4
丁寧,ていねい,N4
明確,めいかく,N4
詳細,しょうさい,N4
重要,じゅうよう,N4
# ── Katakana 3 ──
コンビニ,コンビニ,N4
デパート,デパート,N4
レストラン,レストラン,N4
ホテル,ホテル,N4
マンション,マンション,N4
プール,プール,N4
ジム,ジム,N4
ベランダ,ベランダ,N4
エアコン,エアコン,N4
ストレス,ストレス,N4
リラックス,リラックス,N4
チャンス,チャンス,N4
トラブル,トラブル,N4
ミス,ミス,N4
ヒント,ヒント,N4
コスト,コスト,N4
ペット,ペット,N4
バランス,バランス,N4
スタッフ,スタッフ,N4
マナー,マナー,N4
# ── Adverbs 3 ──
少なくとも,すくなくとも,N4
いずれ,いずれ,N4
少しずつ,すこしずつ,N4
だんだん,だんだん,N4
次第に,しだいに,N4
めったに,めったに,N4
せっかく,せっかく,N4
どうせ,どうせ,N4
まさか,まさか,N4
わざわざ,わざわざ,N4
相変わらず,あいかわらず,N4
# ── Verbs: Expressing / Thinking ──
表す,あらわす,N4
表れる,あらわれる,N4
感謝する,かんしゃする,N4
謝る,あやまる,N4
叱る,しかる,N4
褒める,ほめる,N4
祈る,いのる,N4
想像する,そうぞうする,N4
意識する,いしきする,N4
集中する,しゅうちゅうする,N4
注目する,ちゅうもくする,N4
批判する,ひはんする,N4
# ── Verbs: Problem Solving ──
解決する,かいけつする,N4
対処する,たいしょする,N4
応答する,おうとうする,N4
判断する,はんだんする,N4
決定する,けっていする,N4
実行する,じっこうする,N4
完了する,かんりょうする,N4
管理する,かんりする,N4
調整する,ちょうせいする,N4
# ── Verbs: Production / Creativity ──
作成する,さくせいする,N4
開発する,かいはつする,N4
設計する,せっけいする,N4
発表する,はっぴょうする,N4
発見する,はっけんする,N4
発明する,はつめいする,N4
# ── Verbs: Transport / Physical ──
止める,とめる,N4
止まる,とまる,N4
降りる,おりる,N4
乗る,のる,N4
運ぶ,はこぶ,N4
移動する,いどうする,N4
出発する,しゅっぱつする,N4
到着する,とうちゃくする,N4
# ── Verbs: Cooking / Food ──
作る,つくる,N4
料理する,りょうりする,N4
盛る,もる,N4
注ぐ,そそぐ,N4
測る,はかる,N4
# ── Nouns: Communication ──
連絡先,れんらくさき,N4
住所,じゅうしょ,N4
電話番号,でんわばんごう,N4
メールアドレス,メールアドレス,N4
ホームページ,ホームページ,N4
# ── Nouns: Office / Business ──
会議室,かいぎしつ,N4
打ち合わせ,うちあわせ,N4
締め切り,しめきり,N4
企画,きかく,N4
プロジェクト,プロジェクト,N4
プレゼン,プレゼン,N4
プレゼンテーション,プレゼンテーション,N4
フォーマット,フォーマット,N4
データ,データ,N4
ファイル,ファイル,N4
コピー,コピー,N4
# ── Nouns: Life Events ──
誕生日,たんじょうび,N4
結婚式,けっこんしき,N4
葬式,そうしき,N4
祭り,まつり,N4
卒業式,そつぎょうしき,N4
入学式,にゅうがくしき,N4
引っ越し,ひっこし,N4
# ── Nouns: Body 3 ──
指先,ゆびさき,N4
背,せ,N4
体重,たいじゅう,N4
身長,しんちょう,N4
血,ち,N4
骨,ほね,N4
筋肉,きんにく,N4
# ── Nouns: Food and Drink 2 ──
飲み物,のみもの,N4
食べ物,たべもの,N4
料理,りょうり,N4
定食,ていしょく,N4
弁当,べんとう,N4
おかず,おかず,N4
朝食,ちょうしょく,N4
昼食,ちゅうしょく,N4
夕食,ゆうしょく,N4
甘い,あまい,N4
辛い,からい,N4
# ── Nouns: Environment ──
環境,かんきょう,N4
エネルギー,エネルギー,N4
空気,くうき,N4
水,みず,N4
火,ひ,N4
光,ひかり,N4
音,おと,N4
匂い,におい,N4
# ── Nouns: Time 2 ──
時間,じかん,N4
時刻,じこく,N4
期間,きかん,N4
期限,きげん,N4
締め切り,しめきり,N4
開始,かいし,N4
終了,しゅうりょう,N4
# ── Nouns: Number / Amount ──
倍,ばい,N4
半分,はんぶん,N4
割合,わりあい,N4
合計,ごうけい,N4
結果,けっか,N4
# ── Nouns: Abstract 3 ──
意見,いけん,N4
理由,りゆう,N4
目的,もくてき,N4
条件,じょうけん,N4
原因,げんいん,N4
結果,けっか,N4
影響,えいきょう,N4
問題,もんだい,N4
課題,かだい,N4
解決,かいけつ,N4
発展,はってん,N4
変化,へんか,N4
進歩,しんぽ,N4
発達,はったつ,N4
発展,はってん,N4
# ── Nouns: Art / Entertainment ──
舞台,ぶたい,N4
演技,えんぎ,N4
俳優,はいゆう,N4
歌手,かしゅ,N4
画家,がか,N4
作家,さっか,N4
監督,かんとく,N4
# ── Nouns: Sports ──
試合,しあい,N4
練習,れんしゅう,N4
選手,せんしゅ,N4
チーム,チーム,N4
優勝,ゆうしょう,N4
記録,きろく,N4
# ── Nouns: Nature / Animals ──
鳥,とり,N4
魚,さかな,N4
虫,むし,N4
草,くさ,N4
花,はな,N4
木,き,N4
林,はやし,N4
川,かわ,N4
湖,みずうみ,N4
山,やま,N4
# ── Katakana 4 ──
スポーツ,スポーツ,N4
チーム,チーム,N4
ゲーム,ゲーム,N4
ドラマ,ドラマ,N4
ニュース,ニュース,N4
テスト,テスト,N4
クラス,クラス,N4
グループ,グループ,N4
パーティー,パーティー,N4
イベント,イベント,N4
プログラム,プログラム,N4
システム,システム,N4
インターネット,インターネット,N4
ネット,ネット,N4
ウェブ,ウェブ,N4
メディア,メディア,N4
カルチャー,カルチャー,N4
センター,センター,N4
オフィス,オフィス,N4
ビジネス,ビジネス,N4
サービス,サービス,N4
チェック,チェック,N4
ポイント,ポイント,N4
レベル,レベル,N4
スタイル,スタイル,N4
# ── Adverbs 4 ──
実は,じつは,N4
特に,とくに,N4
例えば,たとえば,N4
もちろん,もちろん,N4
なぜなら,なぜなら,N4
しかし,しかし,N4
だから,だから,N4
そして,そして,N4
また,また,N4
それでも,それでも,N4
ところで,ところで,N4
ちなみに,ちなみに,N4

# ===== Wave 5: Mental / Emotional Verbs =====,,
気がつく,きがつく,N4
悲しむ,かなしむ,N4
願う,ねがう,N4
喜ばせる,よろこばせる,N4
羨む,うらやむ,N4
後悔する,こうかいする,N4
安心する,あんしんする,N4
心配する,しんぱいする,N4
緊張する,きんちょうする,N4
失望する,しつぼうする,N4
感動する,かんどうする,N4
# ===== Wave 5: Communication / Social Verbs =====,,
答える,こたえる,N4
頼む,たのむ,N4
頼る,たよる,N4
話し合う,はなしあう,N4
許す,ゆるす,N4
叫ぶ,さけぶ,N4
囁く,ささやく,N4
見送る,みおくる,N4
訪れる,おとずれる,N4
# ===== Wave 5: Cognitive / Decision Verbs =====,,
思いつく,おもいつく,N4
試す,ためす,N4
気にする,きにする,N4
間違う,まちがう,N4
# ===== Wave 5: Motion / Physical Action Verbs =====,,
助ける,たすける,N4
助かる,たすかる,N4
見つかる,みつかる,N4
叩く,たたく,N4
蹴る,ける,N4
投げる,なげる,N4
片付ける,かたづける,N4
片付く,かたづく,N4
# ===== Wave 5: I-Adjectives (Appearance / Situation) =====,,
四角い,しかくい,N4
細い,ほそい,N4
太い,ふとい,N4
堅い,かたい,N4
滑らかい,なめらかい,N4
荒い,あらい,N4
粗い,あらい,N4
美しい,うつくしい,N4
醜い,みにくい,N4
賢い,かしこい,N4
愚かい,おろかい,N4
優しい,やさしい,N4
親切な,しんせつな,N4
正直な,しょうじきな,N4
不正直な,ふしょうじきな,N4
勇敢な,ゆうかんな,N4
臆病な,おくびょうな,N4
惜しい,おしい,N4
眩しい,まぶしい,N4
苦しい,くるしい,N4
痛い,いたい,N4
痒い,かゆい,N4
臭い,くさい,N4
香ばしい,こうばしい,N4
怪しい,あやしい,N4
# ===== Wave 5: Na-Adjectives (Character / State) =====,,
素直な,すなおな,N4
頑固な,がんこな,N4
無駄な,むだな,N4
大切な,たいせつな,N4
大事な,だいじな,N4
必要な,ひつような,N4
十分な,じゅうぶんな,N4
不十分な,ふじゅうぶんな,N4
安全な,あんぜんな,N4
危険な,きけんな,N4
正確な,せいかくな,N4
不正確な,ふせいかくな,N4
複雑な,ふくざつな,N4
単純な,たんじゅんな,N4
適切な,てきせつな,N4
不適切な,ふてきせつな,N4
便利な,べんりな,N4
不便な,ふべんな,N4
幸せな,しあわせな,N4
不幸な,ふこうな,N4
# ===== Wave 5: School / Education Nouns =====,,
講義,こうぎ,N4
講師,こうし,N4
教授,きょうじゅ,N4
退学,たいがく,N4
教科書,きょうかしょ,N4
体育館,たいいくかん,N4
食堂,しょくどう,N4
実験,じっけん,N4
発表,はっぴょう,N4
提出,ていしゅつ,N4
成績,せいせき,N4
評価,ひょうか,N4
合否,ごうひ,N4
# ===== Wave 5: Health / Medical Nouns =====,,
体温,たいおん,N4
血圧,けつあつ,N4
症状,しょうじょう,N4
入院,にゅういん,N4
退院,たいいん,N4
注射,ちゅうしゃ,N4
検査,けんさ,N4
診断,しんだん,N4
アレルギー,アレルギー,N4
ウイルス,ウイルス,N4
ワクチン,ワクチン,N4
包帯,ほうたい,N4
消毒,しょうどく,N4
# ===== Wave 5: Science / Technology Nouns =====,,
科学,かがく,N4
物理,ぶつり,N4
化学,かがく,N4
数学,すうがく,N4
人工知能,じんこうちのう,N4
ロボット,ロボット,N4
スマートフォン,スマートフォン,N4
ノートパソコン,ノートパソコン,N4
クラウド,クラウド,N4
バックアップ,バックアップ,N4
ウェブサイト,ウェブサイト,N4
# ===== Wave 5: Tools / Household Items =====,,
鏡,かがみ,N4
机,つくえ,N4
椅子,いす,N4
塀,へい,N4
ハサミ,ハサミ,N4
ホチキス,ホチキス,N4
テープ,テープ,N4
ゴム,ゴム,N4
布,ぬの,N4
糸,いと,N4
針,はり,N4
ボタン,ボタン,N4
# ===== Wave 5: Society / Community Nouns =====,,
法律,ほうりつ,N4
年金,ねんきん,N4
契約,けいやく,N4
会社員,かいしゃいん,N4
